name,country,dept_name
"MAGICC Lab, Department of Electrical and Computer Engineering",None, Department of Electrical and Computer Engineering
"U.S. Air Force Research Laboratory, Battlespace Acoustics Branch, Building 441, 2610 Seventh Street, Wright–Patterson Air Force Base, OH  45433, United States", United States,
"Blue Ridge Research and Consulting, LLC, Battlespace Acoustics Branch, 2610 Seventh Street, Asheville, NC  28801, United States", United States,
"Department of Civil Engineering, Federal University of São Carlos - UFSCaR, São Carlos, Brazil", Brazil,Department of Civil Engineering
"Department of Architecture and Urbanism, University Presbiteriana Mackenzie - UPM, São Paulo, Brazil", Brazil,Department of Architecture and Urbanism
"Morehouse College, 30 Westview Dr SW, Atlanta, GA  30314, United States", United States,
"Code 551, NASA Goddard Space Flight Center, 8800 Greenbelt Rd., Greenbelt, MD  20771, United States", United States,
"Air Force Research Laboratory, Wright-Patterson Air Force BaseOH  45433, United States", United States,
"Blue Ridge Research and Consulting, LLC, Asheville, NC  28801, United States", United States,
"Naval Research Laboratory, Washington, D.C.  20375, United States", United States,
"Air Force Research Laboratory, Wright-Patterson AFBOH  45433, United States", United States,
"Temple University, United States",None,
"University of Colorado, Boulder, United States", United States,
"Civil Engineering Department, Catholic University of Santa Catarina, Joinville, Brazil", Brazil,Civil Engineering Department
"Civil Engineering Department, Federal University of Santa Catarina, Santa Catarina, Brazil", Brazil,Civil Engineering Department
"Department of Civil and Environmental Engineering, Brigham Young University, Utah, United States", United States,Department of Civil and Environmental Engineering
"Department of Computer Engineering, Faculty of Engineering, Adana Alparslan Türkeş Science and Technology University, Adana, Turkey", Turkey,Department of Computer Engineering
"Department of Computer Engineering, Faculty of Engineering, Çukurova University, Adana, Turkey", Turkey,Department of Computer Engineering
"Department of Exercise Sciences, College of Life Sciences, Brigham Young University, Provo, UT, United States", United States,Department of Exercise Sciences
"School of Engineering, University of California Santa Cruz, 1156 High Street, Santa Cruz, CA  95064, United States", United States,School of Engineering
"ECEn Department, 459 Clyde Building, Brigham Young University, Provo, UT  84602, United States", United States,ECEn Department
"Department of Electrical Engineering and Computer Science, Tufts University, Medford, MA  02155, United States", United States,Department of Electrical Engineering and Computer Science
"Dept. of Precision and Microsystems Engineering, Delft University of Technology, Delft, 2628 CD, Netherlands", Netherlands,Dept. of Precision and Microsystems Engineering
"Lang Origami, Alamo, CA, United States", United States,
"Degrees of Freedom LLC, 1731 Abbot Kinney Blvd, Venice, CA  90291, United States", United States,
"Botnar Research Centre, Nuffield Department of Orthopaedics, Rheumatology, and Musculoskeletal Sciences, University of Oxford, Oxford, United Kingdom", United Kingdom, Nuffield Department of Orthopaedics
"Department of Engineering, University of Southern Indiana, 8600 University Blvd, Evansville, IN  47712, United States", United States,Department of Engineering
"Department of Mechanical Engineering, Brigham Young University, CTB, Provo, UT  84602, United States", United States,Department of Mechanical Engineering
"Department of Geosciences, Virginia Polytechnic Institute and State University, Blacksburg, VA  24061, United States", United States,Department of Geosciences
"Peter A. Rock Thermochemistry Laboratory and NEAT ORU, University of California Davis, Davis, CA  95616, United States", United States,
"NSF Center for Space, High-performance, and Resilient Computing, Provo, UT  84602, United States", United States,
"ISR-3-space Data Systems, Los Alamos National Laboratory, Los Alamos, NM  87545, United States", United States,
"Institute of Informatics, Federal University of Rio Grande Do sul, Porto Alegre, 90040-060, Brazil", Brazil,
"Science and Technology Facility Council, Oxfordshire, OX11 0QX, United Kingdom", United Kingdom,
"Fuzes Branch, Munitions Directorate, Air Force Research Laboratory, Eglin AFB, FL, United States", United States,
"Graduate School of Engineering, Yokohama National University, 79-5 Tokiwadai, Hodogaya-ku, Yokohama, Kanagawa, 240-8501, Japan", Japan,Graduate School of Engineering
"Graduate School of Engineering Science, Osaka University, 1-3 Machikaneyama-cho, Toyonaka, Osaka, 560-8531, Japan", Japan,Graduate School of Engineering Science
"Department of Physics, Osaka Dental University, 8-1 Kuzuha-hanazono, Hirakata, Osaka, 573-1121, Japan", Japan,Department of Physics
"DECC, UFSM, Santa Maria, 97105-900, Brazil", Brazil,
"DCEE, Brigham Young University, Provo, 84602, United States", United States,
"UNIPAMPA, Alegrete, 97546-550, Brazil", Brazil,
"Civil Engineering Department, UFSC, Florianópolis, 88040-900, Brazil", Brazil,Civil Engineering Department
"School of Mechano-Electronic Engineering, Xidian University, Xi’an, China", China,School of Mechano-Electronic Engineering
"State Key Laboratory for Manufacturing Systems Engineering and Shaanxi Key Lab of Intelligent Robots, Xi’an Jiaotong University, Xi’an, China", China,
National Institutes of Health,None,
"University of Texas, Austin, United States", United States,
"George Mason University, United States",None,
"Department of Mechanical and Industrial Engineering, University of Illinois at Chicago, Chicago, IL  60607, United States", United States,Department of Mechanical and Industrial Engineering
"Department of Power Engineering, Jadavpur University, Kolkata, 700098, India", India,Department of Power Engineering
"Corporate Research and Engineering, Kimberly-Clark Corporation, Neenah, WI  54956, United States", United States,
"U.S. Air Force Research Laboratory, Kirtland Air Force Base, New Mexico, 87117, United States", United States,
"Mechanical Engineering, Crabtree Building, E Campus Dr., United States", United States,
"Space Vehicles Directorate, 3550 Aberdeen Ave SE, Germany", Germany,
"California Institute of Technology, Dept. of Mechanical and Civil Engineering, 1200 E. California Blvd., Pasadena, CA  91125, United States", United States, Dept. of Mechanical and Civil Engineering
"Instituto de Ingeniería de la UNAM, Dept. of Civil Engineering, Mexico City, Mexico", Mexico, Dept. of Civil Engineering
"Brigham Young Univ., Dept. of Civil and Environmental Engineering, 368 Clyde Building, Provo, UT  84602, United States", United States, Dept. of Civil and Environmental Engineering
"Jacobs School of Engineering, Univ. of California, San Diego, 9500 Gilman Dr., San Deigo, CA  92093-0403, United States", United States,Jacobs School of Engineering
"New Jersey Institute of Technology, United States",None,
"Qatar Computing Research Institute, Hamad bin Khalifa University, Qatar", Qatar,
"Commonwealth Scientific and Industrial Research Organisation, Australia",None,
"Rajiv Mishra University of North Texas, Denton, TX, United States", United States,
"Yutaka Sato Tohoku University, Sendai, Japan", Japan,
"San Jose State University, San Jose, CA, United States", United States,
"Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA, United States", United States,
"EOAS and COAPS, Florida State University, Tallahassee, FL, United States", United States,
"College of Earth, Ocean and Atmospheric Sciences, Oregon State University, Corvallis, OR, United States", United States,
"Upper Ocean Processes Group, Woods Hole Oceanographic Institution, Woods Hole, MA, United States", United States,
"Brigham Young University, 360G EB, Provo, UT  84602, United States", United States,
"Univ Lyon, CNRS, INSA-Lyon, Université Claude Bernard Lyon 1, CETHIL, Villeurbanne, 5008, France", France,
"ISAE-ENSMA, BP 40109, Futuroscope Chasseneuil Cedex, 86961, France", France,
"Univ Lyon, CNRS, INSA-Lyon, Université Claude Bernard Lyon 1, CETHIL UMR5008, Villeurbanne, F-69621, France", France,
"MEDepartment, Federal University of Rio Grande Do sul, Porto Alegre, RS, Brazil", Brazil,MEDepartment
"Aix-Marseille Université, IUSTI/ UMR CNRS 7343, 5 rue E. Fermi, Marseille, 13453, France", France,
"Direction R&D EDF, 6 quai Watier, Chatou, 78400, France", France,
"Department of Mechanical Engineering, Federal University of Rio Grande Do sul, Porto Alegre, RS, Brazil", Brazil,Department of Mechanical Engineering
"Direction R & D EDF, 6 quai Watier, Chatou, 78400, France", France,
"ExxonMobil Development Co., United States",None,
"University of Calgary, Canada",None,
"Norce, Norway",None,
"DrillScan, United States",None,
"Baker Hughes GE, United States",None,
"MindMesh Inc., United States",None,
"Apache Corp, United States",None,
"Schlumberger, United States",None,
"University of Minnesota, United States",None,
"Integrity Directional, United States",None,
"Shell Development Co, United States",None,
"School of Earth and Environmental Sciences, University of St Andrews, St Andrews, United Kingdom", United Kingdom,School of Earth and Environmental Sciences
"Institute of Geological Sciences, Planetary Sciences and Remote Sensing, Freie Universität Berlin, Germany", Germany,
"Planetary Materials Group, Department of Earth Sciences, Natural History Museum, London, United Kingdom", United Kingdom, Department of Earth Sciences
"University of Houston, United States",None,
"Department of Earth and Planetary Sciences, University of Tennessee Knoxville, United States", United States,Department of Earth and Planetary Sciences
"ITC, Faculty of Geo-Information Science and Earth Observation, University of Twente, Enschede, Netherlands", Netherlands,
"Department of Earth Sciences, University of Toronto, Toronto, Canada", Canada,Department of Earth Sciences
"Department of Geological Sciences, Brigham Young University, Provo, United States", United States,Department of Geological Sciences
"Department of Physics, University of Helsinki, Helsinki, Finland", Finland,Department of Physics
"Center for Lunar Science and Exploration, Lunar and Planetary Institute, Houston, United States", United States,
"Dept. of Physics and Astronomy, Brigham Young UniversityUT, United States", United States,Dept. of Physics and Astronomy
"Dept. of Power, Electronics and Com. Engineering, University of Novi Sad, Serbia", Serbia,Dept. of Power
"NSF Center for Space, High-Performance, and Resilient Computing (SHREC), United States", United States,
"Sandia National Laboratories, Albuquerque, NM  87123, United States", United States,
"Center for High Performance Reconfigurable Computing, Brigham Young University, Department of Electrical and Computer Engineering, Provo, UT  84602, United States", United States, Department of Electrical and Computer Engineering
"Dept. of Electrical and Computer Eng, Tufts University, Medford, MA, United States", United States,Dept. of Electrical and Computer Eng
"Dept. of Power Electr. and Comm. Eng, Faculty of Technical Sciences, Novi Sad, Serbia", Serbia,Dept. of Power Electr. and Comm. Eng
"ECEn Department, Brigham Young University, Provo, UT  84602, United States", United States,ECEn Department
"Department of Chemical Engineering, Brigham Young University, 350 L CB, Provo, UT  84602, United States", United States,Department of Chemical Engineering
"Department of Mechanical Engineering, Pennsylvania State University, University Park, PA  16802, United States", United States,Department of Mechanical Engineering
"State Key Laboratory for Manufacturing Systems Engineering, Xi’an Jiaotong University, Xi’an, Shaanxi  710049, China", China,
"Brigham Young University, Electrical Computer Engineering, 450-K Engineering Building, Provo, UT  84602, United States", United States,
"412 Test Wing/ENI, 307 E. Popson Ave., Edwards AFB, CA  93561, United States", United States,
"41240 12th St. West, Palmdale, CA  93551, United States", United States,
"2420 Briarwood Lane, Eustis, FL  32726, United States", United States,
"MITRE Corporation, 7596 Colshire Drive, McLean, VA  22102-7539, United States", United States,
"Drainage Designer, Drainage Group, Kiewit Engineering Group, Inc., 9401 Renner Blvd., Lenexa, KS  66219, United States", United States,
"Dept. of Civil and Environmental Engineering, Brigham Young Univ., 368 Clyde Bldg., Provo, UT  84602, United States", United States,Dept. of Civil and Environmental Engineering
"Holistic Engineering and Land Management, Inc., 14040 N. Cave Creek Rd., Suite 104, Phoenix, AZ  85022, United States", United States,
"Department of Biology, Brigham Young University, 4102 LSB, Provo, UT  84602, United States", United States,Department of Biology
"School of Biological Sciences, University of Northern Colorado, Campus Box 92, Greeley, CO  80639, United States", United States,School of Biological Sciences
"Department of Biology, Utah Valley University, SB 242M, Orem, UT  84058, United States", United States,Department of Biology
"Department of Instructional Psychology and Technology, Brigham Young University, 150-H MCKB, Provo, UT  84602, United States", United States,Department of Instructional Psychology and Technology
"Center for Computing Research, Sandia National Laboratories, Albuquerque, NM  87185, United States", United States,
"Nuclear Science and Engineering Directorate, Japan Atomic Energy Agency (JAEA), 2-4 Shirane, Shirakata, Tokai-mura, Naka-gun, Ibaraki  319-1195, Japan", Japan,
"Center for Applied Scientific Computing, Lawrence Livermore National Laboratory, P. O. Box 8080, L-561, Livermore, CA  94551, United States", United States,
"Department of Mathematics, University of Exeter, Exeter, EX4 4QF, United Kingdom", United Kingdom,Department of Mathematics
"National Institute of Clean-and-Low-Carbon Energy, Beijing, 102211, China", China,
"Departments of Petroleum and Chemical Engineering, University of Wyoming, Laramie, WY  82071, United States", United States,Departments of Petroleum and Chemical Engineering
"School of Resources and Environment Engineering, East China University of Science and Technology, Shanghai, 200237, China", China,School of Resources and Environment Engineering
"School of Chemical and Environmental Engineering, China University of Mining and Technology, Beijing, 100080, China", China,School of Chemical and Environmental Engineering
"Brigham Young University, 209 ERL, Provo, UT  84602, United States", United States,
"Brigham Young University, 435T CTB, Provo, UT  84602, United States", United States,
"Department of Mathematics, Indian Institute of Technology Bombay, Powai, Mumbai, 400076, India", India,Department of Mathematics
"Draper Laboratory, Cambridge, MA  02139, United States", United States,
"Engineering Consultants Inc., Little Rock, AR  72201, United States", United States,
"Department of Civil Engineering, University of Arkansas, Fayetteville, AR  72701, United States", United States,Department of Civil Engineering
"Kurt J. Lesker Company, Jefferson Hills, PA  15025, United States", United States,
"Environmental Molecular Sciences Laboratory, Pacific Northwest National Laboratory, Richland, WA  99352, United States", United States,
"CReSTIC Laboratory EA3804, University of Reims Champagne-Ardenne, France", France,
"Los Alamos National Laboratory, Applied Computer Science Group (CCS-7), United States", United States,
"Department of Chemical Engineering, 3290 MEB, University of Utah, Salt Lake City, UT  84112, United States", United States,Department of Chemical Engineering
"Department of Chemical Engineering, 350 CB, Brigham Young University, Provo, UT  84602, United States", United States,Department of Chemical Engineering
"Electrical Consultants Inc., Salt Lake City, UT, United States", United States,
"Epic, Madison, WI, United States", United States,
"Kiewit, Omaha, NB, United States", United States,
"Ames (DOE) Laboratory, Ames, IA  50011, United States", United States,
"Mechanical Engineering Department, Iowa State University, Ames, IA  50011, United States", United States,Mechanical Engineering Department
"Department of Oral Biology, University of Florida, Gainsville, FL  32610, United States", United States,Department of Oral Biology
"Department of Oral and Maxillofacial Diagnostic Sciences, University of Florida, Gainsville, FL  32610, United States", United States,Department of Oral and Maxillofacial Diagnostic Sciences
"Electrical Engineering and Computer Science Department, University of Kansas, Lawrence, KS, United States", United States,Electrical Engineering and Computer Science Department
"Electrical and Computer Engineering Department, 459 Clyde Building, Brigham Young University, Provo, UT  84602, United States", United States,Electrical and Computer Engineering Department
"Department of Construction Management, Clemson University, Clemson, SC, United States", United States,Department of Construction Management
"The Haskell and Irene Lemon Construction Science Division, University of Oklahoma, Norman, OK, United States", United States,
"Construction and Facilities Management, Brigham Young University, Provo, UT, United States", United States,
"US Army Corps of Engineers, Engineer Research and Development Center, Coastal and Hydraulics Lab, United States", United States,
"Department of Physics, University of Redlands, 1200 E Colton Ave, Redlands, CA  92374, United States", United States,Department of Physics
"Institute of Systems Engineering, China Academy of Engineering Physics, No.28, Mianshan road, Mianyang, 621999, China", China,
"Department of Mechanical Engineering, Brigham Young University, 435S CTB, Provo, UT  84602, United States", United States,Department of Mechanical Engineering
"State Key Laboratory for Manufacturing Systems Engineering, Xi'an Jiaotong University, No.64, Xianning road, Xi'an, 710049, China", China,
"Department of Chemical Engineering, Brigham Young University, 350 CB, Provo, UT  84602, United States", United States,Department of Chemical Engineering
"Department of Biology, 2120 LSB, Brigham Young University, Provo, UT  84602, United States", United States,Department of Biology
"Department of Physiology and Developmental Biology, 3045 LSB, Brigham Young University, Provo, UT  84602, United States", United States,Department of Physiology and Developmental Biology
"Manufacturing Engineering Technology, Brigham Young University, Provo, UT, United States", United States,
"General Motors R&D, Warren, MI, United States", United States,
"Compliant Mechanisms Laboratory, Department of Mechanical Engineering, Brigham Young University, Provo, UT, United States", United States, Department of Mechanical Engineering
"Technology and Engineering Education, Brigham Young University, Provo, UT, United States", United States,
"Department of Physics, Utah State University, Logan, UT  84322, United States", United States,Department of Physics
"Department of Chemical Engineering, University of Utah, Salt Lake City, UT  84112, United States", United States,Department of Chemical Engineering
"Department of Civil Engineering, Indian Institute of Technology Bombay, Powai, Mumbai, 400076, India", India,Department of Civil Engineering
"Department of Civil and Environmental Engineering, Brigham Young University, Provo, UT  84604, United States", United States,Department of Civil and Environmental Engineering
"Department of Civil Engineering, Indian Institute of Technology Bombay, Mumbai, 400076, India", India,Department of Civil Engineering
"Department of Engineering, Durham UniversityDH13LE, United Kingdom", United Kingdom,Department of Engineering
"Academy of Scientific and Innovative Research (AcSIR), CSIR Campus, India", India,
"Department of Bioengineering, University of Pittsburgh, Pittsburgh, PA  15213, United States", United States,Department of Bioengineering
"Department of Aerospace Engineering and Mechanics, University of Alabama, Tuscaloosa, AL  35401, United States", United States,Department of Aerospace Engineering and Mechanics
"Department of Surgery, University of Minnesota, Minneapolis, MN  55455, United States", United States,Department of Surgery
"Electrical Engineering, Brigham Young University, United States", United States,
"Compliant Mechanisms Research Laboratory in Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States", United States,
"Nanocomposite Sensor Research Laboratory in Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States", United States,
"Department of Biology, Brigham Young University, Provo, UT, United States", United States,Department of Biology
"Department of Microbiology and Molecular Biology, Brigham Young University, Provo, UT, United States", United States,Department of Microbiology and Molecular Biology
"School of Engineering, University of California at Santa Cruz, Santa Cruz, CA  95064, United States", United States,School of Engineering
"Brigham Young University, Electrical and Computer Engineering Department, Provo, UT  84602, United States", United States, Electrical and Computer Engineering Department
"Brigham Young University, Electrical and Computer Engineering, Provo, UT, United States", United States,
"Brigham Young University, Information and Decision Algorithms Laboratories, Provo, UT  84602, United States", United States,
"Pacific Northwest National Laboratories, Computational Analytics Division, United States", United States,
"Sensors, Air Force Research Laboratory, 1864 4th St, Wright-Patterson AFB, OH  45433, United States", United States,
"Electrical Engineering, Brigham Young University, Provo, UT, United States", United States,
"Brandenburgische Technische Universität Cottbus-Senftenberg, Cottbus, Germany", Germany,
"Danville, CA, United States", United States,
"Chalmers University, Gothenburg, Sweden", Sweden,
"Department of Precision and Microsystems Engineering, Delft University of Technology, Mekelweg 2, Delft, CD  2628, Netherlands", Netherlands,Department of Precision and Microsystems Engineering
"Department of Electrical and Computer Engineering, University of Colorado, Colorado Springs, CO, United States", United States,Department of Electrical and Computer Engineering
"Instituto de Telecomunicacões, Department of Electrical and Computer Engineering, University of Coimbra, Portugal", Portugal, Department of Electrical and Computer Engineering
"University of Illinois at Urbana-Champaign, United States",None,
"MIT Lincoln Laboratory, United States",None,
"Centre de Thermique et d'Energétique de Lyon, INSA de Lyon, Villeurbanne, France", France,
"Northern Arizona University, United States",None,
"Carnegie Mellon University, United States",None,
"Purdue University, United States",None,
"Instructional Psychology and Technology, Brigham Young University, Provo, United States", United States,
"Education, Elon University, Elon, United States", United States,
"Education and Technology, Royal Roads University, Victoria, Canada", Canada,
"Teacher Education and Administration, University of North Texas, Denton, United States", United States,
"Research Department, Wavetronix, Provo, UT  84606, United States", United States,Research Department
"Electrical and Computer Engineering Department, Lafayette College, Easton, PA  18042, United States", United States,Electrical and Computer Engineering Department
"Northwest Hydraulic Consultants, 12787 Gateway Dr. S., Tukwila, WA  98168, United States", United States,
"Dept. of Civil and Environment Engineering, Brigham Young Univ., 368 Clyde Bldg., Provo, UT  84602, United States", United States,Dept. of Civil and Environment Engineering
"J-U-B Engineers, Inc., 240 West Center St., Orem, UT  84507, United States", United States,
"Utah State University, United States",None,
"The University of Arizona, United States",None,
"University of Nevada-Las Vegas, United States",None,
"Space Telescope Science Institute, Baltimore, MD, United States", United States,
"NASA Goddard Space Flight Center, Greenbelt, MD, United States", United States,
"University of Maryland, Department of Astronomy, College Park, MD, United States", United States, Department of Astronomy
"Harvard-Smithsonian Center for Astrophysics, Cambridge, MA, United States", United States,
"Queen's University Belfast, Astrophysics Research Centre, Belfast, United Kingdom", United Kingdom,
"MIT, Department of Earth, Atmospheric, and Planetary Sciences, Cambridge, MA, United States", United States, Department of Earth
"Southwest Research Institute, Boulder, CO, United States", United States,
"University of Hawaii-Manoa, Institute for Astronomy, Honolulu, HI, United States", United States,
"MoreData Inc., La Cañada Flintridge, CA, United States", United States,
"Ohio State University, Center for Cosmology and Astro Particle Physics (CCAPP), Columbus, OH, United States", United States,
"Planetary Science Institute, Tucson, AZ, United States", United States,
"Academia Sinica, Institute of Astronomy and Astrophysics, Taipei, Taiwan", Taiwan,
"INAF Istituto di Astrofisica e Planetologia Spaziali, Rome, Italy", Italy,
"Smithsonian Institution, National Air and Space Museum, Center for Earth and Planetary Studies, Washington, DC, United States", United States,
"Brigham Young University, Department of Physics and Astronomy, Brigham City, UT, United States", United States, Department of Physics and Astronomy
"University of Arizona, Lunar and Planetary Laboratory, Tucson, AZ, United States", United States,
"Johns Hopkins University, Applied Physics Laboratory, Laurel, MD, United States", United States,
"University of Central Florida, Florida Space Institute, Orlando, FL, United States", United States,
"South African Astronomical Observatory, Cape Town, South Africa", South Africa,
"Northern Arizona University, Department of Physics and Astronomy, Flagstaff, AZ, United States", United States, Department of Physics and Astronomy
"School of Technology, Brigham Young University, United States", United States,School of Technology
"Brigham Young University, Ira A. Fulton College of Engineering and Technology, United States", United States,
"Brigham Young University, Museum of Art, United States", United States,
"Department of Manufacturing Engineering Technology, Brigham Young University, United States", United States,Department of Manufacturing Engineering Technology
"Brigham Young University, College of Engineering and Technology, Sociology Department, United States", United States, Sociology Department
"Department of Engineering Leadership, Ira A. Fulton College of Engineering and Technology, Brigham Young University (BYU), United States", United States,Department of Engineering Leadership
"Purdue University, School of Engineering Education at Purdue, West Lafayette, United States", United States, School of Engineering Education at Purdue
"Computer and Information Science Department, Gannon University, Erie, PA, United States", United States,Computer and Information Science Department
"Uppsala University, Sweden",None,
"Purdue University, College of Engineering, West Lafayette, United States", United States,
"Department of Electronics Engineering Technology and Information Technology, Brigham Young University, United States", United States,Department of Electronics Engineering Technology and Information Technology
"EDAX, United States",None,
"ArcelorMittal Global RandD - East Chicago Automotive Products, East Chicago, IN  46312, United States", United States,
"Department of Civil and Environmental Engineering, Brigham Young University, 368 CB, Provo, UT  84602, United States", United States,Department of Civil and Environmental Engineering
"Coreform LLC, P.O. Box 970336, Orem, UT  84097, United States", United States,
"Air Force Research Laboratory, Munitions Dir., Eglin AFB, FL, United States", United States,
"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84042, United States", United States,Department of Electrical and Computer Engineering
"Department of mechanical of mechanical engineering, Brigham Young University, 435 CTB, Provo, UT  84602, United States", United States,Department of mechanical of mechanical engineering
"Ira A. Fulton College of Engineering and Technology, Brigham Young Univ., Provo, UT  84602, United States", United States,
"School of Sustainable Engineering and the Built Environment, Department Construction Management and Engineering, Arizona State Univ., P.O. Box 873005, Tempe, AZ  85287-3005, United States", United States,School of Sustainable Engineering and the Built Environment
"Dept. of Civil Engineering, Federal Univ. of Sao Carlos, Rod. Washington Luís, km 235, SP-310, São Carlos, SP  13565-905, Brazil", Brazil,Dept. of Civil Engineering
"Dept. of Civil Engineering, Sao Paulo State Univ., Alameda Bahia, 550, Ilha Solteira, SP  13565-905, Brazil", Brazil,Dept. of Civil Engineering
"SYSU-CMU Shunde International Joint Research Institute, Shunde, Foshan, 528399, China", China,
"Colorado School of Mines, Golden, CO, United States", United States,Colorado School of Mines
"General Motors Company, Warren, MI, United States", United States,
"Virginia Tech, Blacksburg, VA, United States", United States,
"Shanghai University, China",None,
"U.S. Office of Naval Research Global, São Paulo, Brazil", Brazil,
"Imaging Genetics Center, Keck School of Medicine of USC, Marina del Rey, CA, United States", United States, Keck School of Medicine of USC
"Department of Psychiatry and Biobehavioral Sciences, Semel Institute for Neuroscience and Human Behavior, UCLA, Los Angeles, CA, United States", United States,Department of Psychiatry and Biobehavioral Sciences
"Michael E. DeBakey Veterans Affairs Medical Center, Houston, TX, United States", United States,
"Department of Physical Medicine and Rehabilitation, Baylor College of Medicine, Houston, TX, United States", United States,Department of Physical Medicine and Rehabilitation
"Department of Neurology, University of Utah, Salt Lake City, UT, United States", United States,Department of Neurology
"University of Missouri-St. Louis, St. Louis, MO, United States", United States,
"Ahmanson-Lovelace Brain Mapping Center, Department of Neurology, UCLA, Los Angeles, CA, United States", United States, Department of Neurology
"Defense and Veterans Brain Injury Center, San Antonio, TX, United States", United States,
"Alaska Radiology Ass., Anchorage, AK, United States", United States,
"Department of Psychology and Neuroscience, Brigham Young University, Provo, UT, United States", United States,Department of Psychology and Neuroscience
"Department of Radiology, Baylor College of Medicine, Houston, TX, United States", United States,Department of Radiology
"Polytrauma Rehabilitation Center, South Texas Veterans Health Care System, San Antonio, TX, United States", United States,
"James A. Haley Veterans Hospital, Tampa, FL, United States", United States,
"Psychiatry, Duke University, Durham, NC, United States", United States,
"Department of Defense, United States Army Medical Research and Materiel Command, United States", United States,Department of Defense
"Department of Physical Medicine and Rehabilitation, Virginia Commonwealth University, Richmond, VA, United States", United States,Department of Physical Medicine and Rehabilitation
"Hunter Holmes McGuire VAMC, Richmond, VA, United States", United States,
"Departments of Neurology, Pediatrics, Psychiatry, Radiology, Engineering, and Ophthalmology, USC, Los Angeles, CA, United States", United States,Departments of Neurology
"University of Puget Sound, Tacoma, WA, United States", United States,
"University of Nebraska at Omaha, Omaha, NE, United States", United States,
"University of Dayton, Dayton, OH, United States", United States,
"Department of Psychology and Neuroscience, Brigham Young University, Provo, UT  84602, United States", United States,Department of Psychology and Neuroscience
"General Electric Global Research (GE-GR), 1 Research Circle, Niskayuna, NY  12309, United States", United States,
"Brigham Young University, 435 CTB, Provo, UT  84602, United States", United States,
"Lehrstuhl für Technische Mechanik, Technische Universität Kaiserslautern, Gottlieb-Daimler-Str., Kaiserslautern, 67663, Germany", Germany,
"Istituto di Matematica Applicata e Tecnologie Informatiche del CNR, Via Ferrata 1, Pavia, 27100, Italy", Italy,
"Department of Civil and Environmental Engineering, University of Connecticut, Storrs, CT, United States", United States,Department of Civil and Environmental Engineering
"Department of Emergency Response, Eversource Energy, Jacksonville, AL, United States", United States,Department of Emergency Response
"Department of Emergency Management, Jacksonville State University, Jacksonville, AL, United States", United States,Department of Emergency Management
"Brigham Young University, Department of Exercise Science, Provo, UT, United States", United States, Department of Exercise Science
"Department of Chemistry and Biochemistry, Brigham Young University, C100 Benson Building, Provo, UT  84604, United States", United States,Department of Chemistry and Biochemistry
"Department of Chemical Engineering, Brigham Young University, 350 Clyde Building, Provo, UT  84604, United States", United States,Department of Chemical Engineering
"Department of Mathematics and Statistics, University of Wyoming, Laramie, WY  82071, United States", United States,Department of Mathematics and Statistics
"Mechanical Engineering Dept., Brigham Young University, Provo, UT, United States", United States,Mechanical Engineering Dept.
"Mechanical and Aerospace Engineering Dept., University of California, Los Angeles, CA, United States", United States,Mechanical and Aerospace Engineering Dept.
"Department of Mechanical Engineering, Iowa State University, Ames, IA  50011, United States", United States,Department of Mechanical Engineering
"Department of Mechanical, Industrial and Manufacturing Engineering, Oregon State University, Corvallis, OR  97331, United States", United States,Department of Mechanical
"Verum TCS, LLC, Salt Lake City, UT, United States", United States,
"Department of Bioengineering, University of Utah, Salt Lake City, UT, United States", United States,Department of Bioengineering
"Department of Anesthesiology, University of Utah, Salt Lake City, UT, United States", United States,Department of Anesthesiology
"Department of Biomedical Engineering, Duke University, Durham, NC, United States", United States,Department of Biomedical Engineering
"Department of Plant and Wildlife Sciences, Brigham Young University, Provo, UT, United States", United States,Department of Plant and Wildlife Sciences
"School of Transportation Engineering, Tongji University, Shanghai, 201804, China", China,School of Transportation Engineering
"Road and Traffic Key Laboratory, Ministry of Education, Shanghai, 201804, China", China,
"National Engineering Laboratory for Integrated Optimization of Road Traffic and Safety Analysis Technologies, China",None,
"Civil, Environmental and Construction Engineering, University of Central Florida, Orlando, FL  32816, United States", United States,
"Department of Civil & Environmental Engineering, Brigham Young University, Provo, UT  84602, United States", United States,Department of Civil & Environmental Engineering
"Department of Power, Electronic and Communication Engineering, Faculty of Technical Sciences, Novi Sad, Serbia", Serbia,Department of Power
"Department of Physics and Astronomy, Brigham Young University, Provo, UT, United States", United States,Department of Physics and Astronomy
"Department of Electrical and Computer Engineering, Tufts University, Medford, MA, United States", United States,Department of Electrical and Computer Engineering
"Dept of Comp Eng, Çukurova University, Adana, Turkey", Turkey,Dept of Comp Eng
"IP and Optical Dept, Nokia Networks, Ankara, Turkey", Turkey,IP and Optical Dept
"Dept of Ex Sci, Brigham Young U, Provo, UT, United States", United States,Dept of Ex Sci
"Department of Materials Science and Engineering, Massachusetts Institute of Technology, Cambridge, MA  02139, United States", United States,Department of Materials Science and Engineering
"RMRS Missoula Fire Sciences Laboratory, USDA Forest Service, Missoula, MT  59808, United States", United States,
"US Army Research Laboratory, United States",None,
"University of California Los Angeles, United States",None,
