keyword,document_id
 Information geometry,161
 Networked systems,161
 Partial observation,161
 Reduced order systems,161
 System measurement,161
 Transient stability models,161
 Transients,161
Applied origami,162
 Compliant mechanisms,162
 Folding,162
 Sacrificial jointsMechanisms,162
 Applied origami,162
 Complex 3D geometry,162
 Cost-sensitive,162
 Folding,162
 Folding technique,162
 Manufacturing methods,162
 Compliant mechanisms,162
Building damage mapping,163
 Seismic foundation performance,163
 Site response,163
 Structural resonanceBuildings,163
 Earthquakes,163
 Foundations,163
 Mapping,163
 Soils,163
 Structural design,163
 Building damage,163
 Building performance,163
 Engineering reconnaissance,163
 Foundation deformation,163
 Foundation performance,163
 Site response,163
 Strong ground motion,163
 Structural resonance,163
 Seismic response,163
 comparative study,163
 deformation,163
 earthquake damage,163
 earthquake event,163
 foundation,163
 ground motion,163
 seismic design,163
 soil-structure interaction,163
 structural response,163
 Federal District [Mexico],163
 Mexico City,163
 Mexico [North America],163
bending modulus,164
 carbon infiltrated-carbon nanotubes,164
 carbon nanotubes,164
 density,164
 non-destructive testing,164
 Raman spectroscopyBridge decks,164
 Density (specific gravity),164
 MEMS,164
 Nondestructive examination,164
 Raman spectroscopy,164
 Stiffness,164
 Bending moduli,164
 Carbon material,164
 Destructive testing,164
 Effective materials,164
 Emerging materials,164
 Maximum stiffness,164
 Micro electromechanical system (MEMS),164
 Non destructive testing,164
 Carbon nanotubes,164
additive manufacturing,165
 conductive ink,165
 electronic packaging9large area projection sintering,165
 harsh environmental testing,165
 hybrid electronics,165
 printed electronics3D printers,165
 Cylinders (shapes),165
 Electron devices,165
 Environmental technology,165
 Environmental testing,165
 Failure (mechanical),165
 Polyamides,165
 Rayon,165
 Sintering,165
 Thermal expansion,165
 Thermal shock,165
 Area projection,165
 Conductive ink,165
 Environmental conditions,165
 Extreme temperatures,165
 Printed electronics,165
 Strength failures,165
 Temperature cycling,165
 Thermal expansion mismatch,165
 Electronics packaging,165
Exercise response,166
 Feedback control,166
 Gulf War Illness,166
 Immune dynamics,166
 Oscillatory behaviorBioinformatics,166
 Diseases,166
 Dynamics,166
 Feedback control,166
 Medical informatics,166
 Proportional control systems,166
 Transfer functions,166
 Two term control systems,166
 Dynamic characteristics,166
 Exercise response,166
 Gulf War,166
 Homeostatic regulations,166
 Oscillatory behaviors,166
 Principal Components,166
 Proportional integral derivative controllers,166
 Response parameters,166
 Feedback,166
 Control Systems,166
 Diseases,166
 Dynamics,166
 Feedback Control,166
 Patterns,166
 Persian Gulf,166
 Processes,166
 Transfer Functions,166
Convective heat transfer,169
 Isoflux wall,169
 Jet impingement,169
 Slip length,169
 Superhydrophobic surface,169
 Temperature jump lengthHeat convection,169
 Jets,169
 Liquids,169
 Nusselt number,169
 Ordinary differential equations,169
 Prandtl number,169
 Reynolds number,169
 Surface properties,169
 Convective heat transfer,169
 Isoflux,169
 Jet impingement,169
 Slip length,169
 Super-hydrophobic surfaces,169
 Temperature jump,169
 Hydrophobicity,169
image quality assessment,170
 image structure,170
 just-noticeable difference,170
 local binary pattern,170
 reduced-referenceBenchmarking,170
 Graphic methods,170
 Image quality assessment,170
 Image Structures,170
 Just-noticeable difference,170
 Local binary patterns,170
 Reduced reference,170
 Image quality,170
biophotonics,173
 biosensor,173
 hydrodynamic focusing,173
 liquid-core waveguide,173
 multi-spot excitation,173
 optofluidicsBiosensors,173
 Diagnosis,173
 Focusing,173
 Hydrodynamics,173
 Bio photonics,173
 Detection capability,173
 Detection enhancement,173
 Hydrodynamic focusing,173
 Liquid core waveguide,173
 Low concentrations,173
 Opto-fluidics,173
 Optofluidic sensors,173
 Photonics,173
human robot interaction,174
 robotics,174
 transparencyHuman computer interaction,174
 Robotics,174
 Swarm intelligence,174
 Transparency,174
 Emergent behaviors,174
 Machine systems,174
 Real-world,174
 Swarm robotic systems,174
 Swarm systems,174
 Transparency criteria,174
 Human robot interaction,174
 article,174
 human,174
 machine,174
 monitoring,174
 robotics,174
Bootstrapped switch,175
 DAC,175
 SAR ADC,175
 Time interleavedBootstrapped switches,175
 Bottom plate,175
 Comb structure,175
 Dual path,175
 Nonlinear capacitance,175
 Parasitic capacitance,175
 State of the art,175
 Time-interleaved,175
 Capacitance,175
Arduino,176
 Control Engineering Education,176
 PID ControlBiomedical engineering,176
 Control engineering,176
 Controllers,176
 Factory automation,176
 Feedback control,176
 Proportional control systems,176
 Teaching,176
 Temperature control,176
 Three term control systems,176
 Arduino,176
 Control experiments,176
 Controller designs,176
 Industrial process control,176
 Real systems,176
 Teaching and learning,176
 Teaching/learning,176
 Undergraduate students,176
 Students,176
Bootstrapped switch,177
 DAC,177
 SAR ADC,177
 time interleavedBootstrapped switches,177
 Bottom plate,177
 Comb structure,177
 Nonlinear capacitance,177
 Parasitic capacitance,177
 SAR ADC,177
 State of the art,177
 Time-interleaved,177
 Capacitance,177
clinical decision support system (CDSS),178
 Erectile dysfunction (ED),178
 genetic algorithm (GA),178
 National Health Insurance Research Database (NHIRD),178
 support vector machine (SVM)Artificial intelligence,178
 Cardiology,178
 Clinical research,178
 Database systems,178
 Diseases,178
 Epidemiology,178
 Forecasting,178
 Genetic algorithms,178
 Health insurance,178
 Heart,178
 Medical problems,178
 Sleep research,178
 Support vector machines,178
 Clinical decision support systems,178
 Erectile dysfunction,178
 Hypertension,178
 Indexes,178
 Research database,178
 Sleep apnea,178
 Decision support systems,178
 adult,178
 aged,178
 Article,178
 chronic kidney failure,178
 clinical decision support system,178
 cohort analysis,178
 computer prediction,178
 congestive heart failure,178
 controlled study,178
 depression,178
 diabetes mellitus,178
 diagnostic accuracy,178
 diagnostic test accuracy study,178
 erectile dysfunction,178
 follow up,178
 genetic algorithm,178
 gout,178
 human,178
 hypertension,178
 incidence,178
 information retrieval,178
 ischemic heart disease,178
 jackknife test,178
 major clinical study,178
 male,178
 mathematical model,178
 middle aged,178
 pathophysiology,178
 predictive value,178
 prevalence,178
 receiver operating characteristic,178
 sensitivity and specificity,178
 sexual behavior,178
 sleep disorder,178
 support vector machine,178
 training,178
 algorithm,178
 erectile dysfunction,178
 factual database,178
 young adult,178
 Adult,178
 Aged,178
 Algorithms,178
" Databases, Factual",178
" Decision Support Systems, Clinical",178
 Erectile Dysfunction,178
 Humans,178
 Male,178
 Middle Aged,178
 Support Vector Machine,178
 Young Adult,178
Folding kinetics,180
 G-quadruplex,180
 Hydrodynamic flow focusing,180
 Micromixer,180
 Three-dimensional focusingFocusing,180
 Hydrodynamics,180
 Kinetic energy,180
 Kinetics,180
 Sodium chloride,180
 Folding kinetics,180
 G-quadruplexes,180
 Hydrodynamic flows,180
 Micro mixers,180
 Three dimensional focusing,180
 Mixers (machinery),180
Phase transformation,181
 Pore structure evolution,181
 Silica doped alumina,181
 Thermal and hydrothermal stability,181
 Transitional aluminaAlumina,181
 Atmospheric temperature,181
 Calcination,181
 Catalysis,181
 Phase transitions,181
 Pore size,181
 Pore structure,181
 Silica,181
 Stability,181
 Thermodynamic stability,181
 Catalytic reactions,181
 Dopant concentrations,181
 Doped alumina,181
 Mesoporous alumina,181
 Structural feature,181
 Structure evolution,181
 Thermal and hydrothermal stability,181
 Thermal calcination,181
 Aluminum oxide,181
Binder jetting,182
 Materials,182
 Post-processing,182
 Powder deposition,182
 Sintering,182
 WettingDeposition,182
 Electromagnetic wave emission,182
 Materials,182
 Powder metals,182
 Processing,182
 Sintering,182
 Wetting,182
 Binding agent,182
 High production rate,182
 Manufacturing techniques,182
 Post processing,182
 Postprocessing methods,182
 Powder deposition,182
 Review of technologies,182
 Two-dimensional patterns,182
 Binders,182
Building damage mapping,185
 Seismic foundation performance,185
 Site response,185
 Structural resonanceBuildings,185
 Earthquakes,185
 Geotechnical engineering,185
 Piles,185
 Seismic response,185
 Soil structure interactions,185
 Soils,185
 Structural design,185
 Building damage,185
 Engineering reconnaissance,185
 Foundation deformation,185
 Foundation performance,185
 Site response,185
 Soil-Structure Interaction effects,185
 Structural resonance,185
 Surrounding regions,185
 Earthquake engineering,185
 building,185
 damage,185
 deformation,185
 earthquake event,185
 foundation,185
 mapping,185
 seismic response,185
 strong motion,185
 structural response,185
 Mexico [North America],185
 Morelos,185
 Puebla [Mexico],185
 Puebla [Puebla (STT)],185
Gaussian wiretap channel,186
 Physical-layer security,186
 practical secrecy codingChannel coding,186
 Concatenated codes,186
 Decoding,186
 Encoding (symbols),186
 Gaussian distribution,186
 Network layers,186
 Receivers (containers),186
 Reliability,186
 Signal encoding,186
 Signal receivers,186
 Binary symmetric channel,186
 Information- theoretic securities,186
 Kullback Leibler divergence,186
 Physical layer security,186
 practical secrecy coding,186
 Security,186
 Security and reliabilities,186
 Wire-tap channels,186
 Signal to noise ratio,186
Dissimilar,187
 Friction stir scribe technology,187
 Intermetallic,187
 Kinetic,187
 ThermodynamicBinary alloys,187
 Friction,187
 Friction stir welding,187
 Intermetallics,187
 Iron alloys,187
 Kinetics,187
 Research laboratories,187
 Soldered joints,187
 Strain rate,187
 Tensile testing,187
 Thermodynamics,187
 Dissimilar,187
 Effective heat of formation,187
 Friction stir,187
 High strain rate deformation,187
 Intermetallic compound layer,187
 Lap-shear testing,187
 Micro-structural characterization,187
 Welded interface,187
 Aluminum alloys,187
Back face deformation,188
 Ballistic fabric,188
 Body armor,188
 Impact behaviorArmor,188
 Deformation,188
 High speed cameras,188
 Projectiles,188
 Areal densities,188
 Ballistic fabric,188
 Ballistic impact,188
 Body armors,188
 Face deformations,188
 Impact behavior,188
 Soft body armor,188
 Test parameters,188
 Aramid fibers,188
ARL,189
 Cusum,189
 EWMA,189
 Phase II monitoring,189
 variabilityFlowcharting,189
 Graphic methods,189
 Process control,189
 Statistics,189
 Average run lengths,189
 Average time to signal,189
 Cusum,189
 EWMA,189
 Phase II monitoring,189
 Process Variability,189
 Shewhart control charts,189
 variability,189
 Control charts,189
Design ethnography,194
 Design for the developing world,194
 Engineering for global development,194
 Low resource,194
 Poverty alleviation,194
 Resource-poorDeveloping countries,194
 Design ethnographies,194
 Developing world,194
 Global development,194
 Low resource,194
 Poverty alleviation,194
 Resource-poor,194
 Product design,194
fault injection,196
 Fault tolerance,196
 FPGA,196
 radiation testing,196
 redundancy,196
 RISC-V,196
 Single Event Upset (SEU),196
 soft processor,196
 Triple Modular Redundancy (TMR)Computer control systems,196
 Error correction,196
 Fault tolerance,196
 Fault tolerant computer systems,196
 Field programmable gate arrays (FPGA),196
 Neutron scattering,196
 Neutrons,196
 Radiation hardening,196
 Redundancy,196
 Space applications,196
 Fault injection,196
 Radiation testing,196
 Single event upsets,196
 Soft processors,196
 Triple modular redundancy,196
 Neutron irradiation,196
Assessment,197
 instructor feedback,197
 oral presentations,197
 peer feedback.Technical presentations,197
 Assessment,197
 Extended abstracts,197
 Feedback technology,197
 Oral presentations,197
 Peer feedback,197
 Qualitative feedback,197
 Real time,197
 Professional aspects,197
Coining,199
 Dislocation density,199
 EBSD,199
 Metals,199
 Microforming,199
 Microstructure formationBackscattering,199
 Electron diffraction,199
 Forming,199
 Geometry,199
 Metals,199
 Microfabrication,199
 Coining,199
 Dislocation densities,199
 EBSD,199
 Micro forming,199
 Microstructure formation,199
 Tantalum,199
Brightness temperature,200
 Calibrated Passive Microwave Daily Equal-Area Scalable Earth Grid 20 Brightness Temperature (CETB),200
 radiometer,200
 reconstruction,200
 Soil Moisture Active Passive (SMAP)Earth (planet),200
 Image enhancement,200
 Luminance,200
 Meteorological instruments,200
 Microwave devices,200
 Microwave measurement,200
 Microwave sensors,200
 Microwaves,200
 NASA,200
 Radiometers,200
 Soil moisture,200
 Temperature,200
 Advanced Microwave Scanning Radiometer-Earth Observing System (AMSR-E),200
 Brightness temperatures,200
 Image reconstruction techniques,200
 Scanning multichannel microwave radiometer,200
 Scatterometer Image Reconstruction algorithms,200
 Soil moisture active passive (SMAP),200
 Special sensor microwave imagers,200
 Special sensor microwave/Imager,200
 Image reconstruction,200
 algorithm,200
 brightness temperature,200
 detection method,200
 image resolution,200
 radiometer,200
 reconstruction,200
 satellite sensor,200
 simulation,200
 spatial resolution,200
Curved folding,201
 developable,201
 energy,201
 origamiMechanical properties,201
 Coordinate equations,201
 Curved folding,201
 developable,201
 energy,201
 Energy configurations,201
 Natural configurations,201
 origami,201
 Physical model,201
 Mechanical engineering,201
Contact time,202
 Droplet impact,202
 Heat transfer,202
 Superhydrophobic surfacesCooling,202
 Heat flux,202
 Heat transfer,202
 High speed cameras,202
 Hydrophobicity,202
 Surface properties,202
 Boiling temperature,202
 Contact time,202
 Cooling effectiveness,202
 Droplet impact,202
 Hydrophilic substrate,202
 Similarity solution,202
 Super-hydrophobic surfaces,202
 Temperature variation,202
 Drops,202
Isogeometric analysis,207
 Linear independence,207
 Local refinement,207
 T-splinesBlending,207
 Blending function,207
 Control point,207
 Isogeometric analysis,207
 Linear independence,207
 Local refinement,207
 Refinement algorithms,207
 Spline surfaces,207
 T-splines,207
 Degrees of freedom (mechanics),207
Dislocations,208
 Grain boundaries,208
 Molecular dynamicsBurgers vector,208
 Dislocations (crystals),208
 Learning systems,208
 Mechanical properties,208
 Molecular dynamics,208
 Nickel,208
 Polycrystalline materials,208
 Dislocation movement,208
 Disorientation angle,208
 Geometric properties,208
 Grain boundary dislocation,208
 Loading condition,208
 Residual burgers vectors,208
 Slip system,208
 Grain boundaries,208
Automated inspection,210
 Dam inspection,210
 Multi-Scale,210
 Structure from motion,210
 Unmanned aerial vehicles,210
 View-planning3D modeling,210
 Antennas,210
 Automation,210
 Data handling,210
 Inspection,210
 Optical radar,210
 Planning,210
 Remote sensing,210
 Unmanned aerial vehicles (UAV),210
 Automated inspection,210
 Industrial inspections,210
 Infrastructure modeling,210
 Multi-Scale,210
 Multi-scale approaches,210
 Structure from motion,210
 Unmanned aircraft system,210
 View planning,210
 Three dimensional computer graphics,210
gyroscope,212
 gyrostabilizer,212
 hand,212
 suppression,212
 Tremor,212
 wristDegrees of freedom (mechanics),212
 Frequency response,212
 Technology transfer,212
 gyrostabilizer,212
 hand,212
 suppression,212
 Tremor,212
 wrist,212
 Gyroscopes,212
Radar scattering,218
 RapidScat,218
 scatterometer,218
 windEstimation,218
 Meteorological instruments,218
 Radar,218
 Weather forecasting,218
 Wind,218
 Wind effects,218
 Antenna measurement,218
 Azimuth,218
 Oceans,218
 Radar scattering,218
 RapidScat,218
 Scatterometers,218
 Sea measurements,218
 Radar measurement,218
 algorithm,218
 detection method,218
 estimation method,218
 model validation,218
 radar,218
 RapidScat,218
 scattering,218
 scatterometer,218
 wind direction,218
Backscatter,219
 Backus-Gilbert (BG),219
 reconstruction,219
 sampling,219
 scatterometer,219
 scatterometer image reconstruction (SIR),219
 variable apertureBackscattering,219
 Image reconstruction,219
 Microwave measurement,219
 Radiometers,219
 Sampling,219
 Algorithm performance,219
 Backus-Gilbert,219
 Brightness temperatures,219
 Higher resolution images,219
 Scatterometer image reconstruction,219
 Scatterometer Image Reconstruction algorithms,219
 Scatterometers,219
 Variable aperture,219
 Meteorological instruments,219
 algorithm,219
 backscatter,219
 brightness temperature,219
 comparative study,219
 data processing,219
 image analysis,219
 image resolution,219
 imaging method,219
 noise,219
 radiometer,219
 sampling,219
 scatterometer,219
Security,220
 Two-factor authentication,220
 Usability,220
 Usable securityFelt,220
 Surveys,220
 Security,220
 Two factor authentication,220
 Usability,220
 Usable security,220
 User attitudes,220
 Authentication,220
Audience awareness,222
 case-method,222
 pedagogy,222
 report and proposal writingComputer aided instruction,222
 Computer aided software engineering,222
 Education,222
 Employment,222
 Technical writing,222
 Audience awareness,222
 Case method,222
 pedagogy,222
 Proposal writing,222
 Proposals,222
 Students,222
Acoustic scattering,223
 Finite element,223
 High frequency scattering,223
 High order local absorbing boundary condition,223
 Isogeometric analysis (IGA),223
 Very low frequencyAcoustic field measurement,223
 Acoustic waves,223
 Boundary conditions,223
 Discrete event simulation,223
 Errors,223
 Finite element method,223
 Underwater acoustics,223
 Volume measurement,223
 Absorbing boundary condition,223
 Acoustic Scattering,223
 High-frequency scattering,223
 Isogeometric analysis,223
 Very low frequency,223
 Acoustic wave scattering,223
Chiller,224
 Dynamic optimization,224
 Mixed-integer quadratic programming,224
 Thermal energy storageBranch and bound method,224
 Costs,224
 Digital storage,224
 Electric energy storage,224
 Electric power transmission networks,224
 Heat storage,224
 Power markets,224
 Quadratic programming,224
 Thermal energy,224
 Water cooling systems,224
 Chiller,224
 District energy systems,224
 Dynamic optimization,224
 Intermittent renewables,224
 Mixed integer quadratic programming,224
 Near-optimal solutions,224
 Real-time optimization,224
 Thermal energy storage tanks,224
 Integer programming,224
Big data classification,225
 Diffusion maps,225
 Manifold learning,225
 Parameter identification,225
 WECC load modelBig data,225
 Classification (of information),225
 Electric load flow,225
 Identification (control systems),225
 Learning algorithms,225
 Learning systems,225
 Real time systems,225
 Trees (mathematics),225
 Data classification,225
 Diffusion maps,225
 Load modeling,225
 Manifold learning,225
 Manifold learning algorithm,225
 Point of interest,225
 Power-flow solution,225
 Real-time operation,225
 Parameter estimation,225
Electron microscopy,227
 Grain boundaries,227
 Twinning,227
 VPSCElectron microscopy,227
 Grain boundaries,227
 Magnesium alloys,227
 Magnesium printing plates,227
 Nucleation,227
 Stochastic systems,227
 Twinning,227
 Dislocation densities,227
 Electron back scatter diffraction,227
 Number of transmissions,227
 Texture information,227
 Uni-axial compression,227
 Visco-plastic self-consistent,227
 Viscoplastic self-consistent model,227
 VPSC,227
 Stochastic models,227
Earthquakes,228
 Infrastructure,228
 Seismic risk,228
 Site response,228
 Soil-structure-interactionClay deposits,228
 Deposits,228
 Faulting,228
 Seismic response,228
 Soil structure interactions,228
 Soils,228
 3d finite differences,228
 Epicentral distances,228
 Hydraulic conditions,228
 Infrastructure,228
 Maintenance structures,228
 Seismic risk,228
 Seismic vulnerability,228
 Site response,228
 Earthquakes,228
 aftershock,228
 earthquake damage,228
 earthquake mechanism,228
 finite difference method,228
 risk assessment,228
 seismic response,228
 site effect,228
 site investigation,228
 soil profile,228
 soil-structure interaction,228
 subsoil,228
 three-dimensional modeling,228
 urban area,228
 Federal District [Mexico],228
 Mexico City,228
 Mexico [North America],228
Additive manufacturing (AM),229
 conductive ink,229
 coplanar waveguide (CPW),229
 printed electronics,229
 surface roughness,229
 thermal smoothing (TS),229
 vapor smoothing (VS)3D printers,229
 Additives,229
 Amplitude modulation,229
 Coplanar waveguides,229
 Extrusion,229
 Reinforced plastics,229
 Scanning electron microscopy,229
 Substrates,229
 Conductive ink,229
 Coplanar wave-guide (CPW),229
 Electrical conductivity,229
 Printed electronics,229
 Radio frequency devices,229
 Smoothing process,229
 Solvent absorption,229
 thermal smoothing (TS),229
 Surface roughness,229
A. Fabrics/textiles,230
 B. Permeability,230
 D. Process monitoring,230
 E. Liquid composite molding,230
 E. Resin flowMechanical permeability,230
 Process monitoring,230
 Radial flow,230
 Silicones,230
 Textiles,230
 Characterization procedures,230
 Coefficient of variation,230
 Fabrics/textiles,230
 Fiber volume content,230
 In-plane permeability,230
 Liquid composite molding,230
 Measurement system,230
 Resin flows,230
 Weaving,230
Bioorthogonal chemistry,231
 Biotechnology,231
 Metabolic labeling,231
 Proteomics,231
 Residue-specific labeling,231
 Site-specific labelingproteome,231
 transfer RNA,231
 amino acid labeling,231
 amino terminal sequence,231
 bioengineering,231
 biotechnology,231
 chemical labeling,231
 chemical structure,231
 click chemistry,231
 cycloaddition,231
 decision tree,231
 disulfide bond,231
 mass spectrometry,231
 priority journal,231
 protein expression,231
 protein function,231
 protein synthesis,231
 proteomics,231
 quorum sensing,231
 Review,231
 structure activity relation,231
design critique,234
 design education,234
 ethics,234
 philosophy of design,234
 reasoningDesign,234
 Engineering,234
 Design critiques,234
 Design Education,234
 ethics,234
 In-depth interviews,234
 reasoning,234
 Self cultivations,234
 Social practices,234
 Student development,234
 Studios,234
Functional data analysis,236
 Internal knee extension moment,236
 Knee flexion angle,236
 Vertical ground reaction force,236
 Waveform analysisadult,236
 aged,236
 Article,236
 biomechanics,236
 body weight,236
 controlled study,236
 female,236
 human,236
 internal knee extension moment,236
 knee flexion angle,236
 knee function,236
 knee osteoarthritis,236
 major clinical study,236
 male,236
 muscle strength,236
 muscle training,236
 musculoskeletal system parameters,236
 priority journal,236
 quadriceps strengthening,236
 randomized controlled trial (topic),236
 sagittal plane walking biomechanics,236
 vertical ground reaction force,236
 walking,236
 walking speed,236
 biomechanics,236
 disability,236
 gait,236
 joint characteristics and functions,236
 knee,236
 knee osteoarthritis,236
 middle aged,236
 pain measurement,236
 pathophysiology,236
 physiology,236
 procedures,236
 quadriceps femoris muscle,236
 randomized controlled trial,236
 resistance training,236
 weight bearing,236
 Adult,236
 Aged,236
 Biomechanical Phenomena,236
 Disability Evaluation,236
 Female,236
 Gait,236
 Humans,236
 Knee Joint,236
 Male,236
 Middle Aged,236
 Muscle Strength,236
" Osteoarthritis, Knee",236
 Pain Measurement,236
 Quadriceps Muscle,236
" Range of Motion, Articular",236
 Resistance Training,236
 Weight-Bearing,236
Bag-of-features model,237
 Chinese food,237
 Convolutional neural network,237
 RecognitionBackpropagation,237
 Convolution,237
 Deep neural networks,237
 Neural networks,237
 Nutrition,237
 Bag of features,237
 Computer vision technology,237
 Convolutional neural network,237
 Deep convolutional neural networks,237
 Proposed architectures,237
 Real time performance,237
 Recognition,237
 Recognition accuracy,237
 Network architecture,237
Compliant mechanisms,238
 Dynamic stiffness matrix,238
 Flexure hinge,238
 Micro-/nano positioningCompliant mechanisms,238
 Degrees of freedom (mechanics),238
 Hinges,238
 Mechanisms,238
 Stiffness,238
 Stiffness matrix,238
 Transfer matrix method,238
 D' Alembert's principle,238
 Degrees of freedom (DoFs),238
 Displacement amplification,238
 Dynamic stiffness matrix,238
 Flexure hinge,238
 Frequency dependent,238
 Micro/nano positioning,238
 Static and dynamic performance,238
 Dynamics,238
adaptive filtering,240
 physical-layer security,240
 self-jammingAdaptive filtering,240
 Adaptive filters,240
 Bit error rate,240
 Network layers,240
 Concatenated coding,240
 Full-duplex,240
 Hidden key,240
 Physical layer security,240
 Security and reliabilities,240
 Security gap,240
 Jamming,240
Adaptive physical-layer security,241
 coding for secrecy,241
 interleaving,241
 puncturing,241
 scramblingCodes (symbols),241
 Piercing,241
 Adaptive characteristic,241
 Channel conditions,241
 Channel quality,241
 coding for secrecy,241
 interleaving,241
 Physical layer security,241
 scrambling,241
 Network layers,241
DTPA-BIGA,242
 DTPABMA,242
 Gadolinium retention,242
 Gd-DTPA-BIGA,242
 Gd-DTPA-BMA,242
 ICP-MS,242
 Transmetallation,242
 Zinc sinkchelate,242
 gadodiamide,242
 gadolinium,242
 gadolinium chloride gd 153,242
 gadolinium diethylene triaminepentaacetic acid bis glucosamide,242
 gadolinium pentetate derivative,242
 pentetate bismetylamide,242
 pentetic acid derivative,242
 unclassified drug,242
 zinc,242
 chelating agent,242
 contrast medium,242
 gadodiamide,242
 gadolinium pentetate,242
 gadolinium-DTPA bis-glucosamide,242
 organometallic compound,242
 pentetic acid,242
 zinc,242
 animal experiment,242
 animal tissue,242
 Article,242
 cohort analysis,242
 contrast enhancement,242
 controlled study,242
 drug dosage form comparison,242
 drug formulation,242
 female,242
 image quality,242
 in vitro study,242
 inductively coupled plasma mass spectrometry,242
 isotope labeling,242
 male,242
 nonhuman,242
 priority journal,242
 rat,242
 zinc blood level,242
 animal,242
 bone,242
 chemistry,242
 femur,242
 nuclear magnetic resonance imaging,242
 Sprague Dawley rat,242
 Animals,242
 Bone and Bones,242
 Chelating Agents,242
 Contrast Media,242
 Femur,242
 Gadolinium,242
 Gadolinium DTPA,242
 Magnetic Resonance Imaging,242
 Organometallic Compounds,242
 Pentetic Acid,242
 Rats,242
" Rats, Sprague-Dawley",242
 Zinc,242
Grain boundaries,243
 High-throughput simulations,243
 Materials informatics,243
 Metallic glasses,243
 Structure-property relationshipsGlass,243
 Grain boundaries,243
 Large dataset,243
 Metallic glass,243
 Structural properties,243
 Computational materials science,243
 Grain boundary structure,243
 High throughput,243
 Inferential statistics,243
 Large datasets,243
 Materials informatics,243
 Microstructural phenomenon,243
 Structure property relationships,243
 Throughput,243
Basis Vectors,244
 Crystal Structure,244
 Database,244
 Lattice Vectors,244
 Space Groups,244
 Wyckoff PositionsDatabase systems,244
 Software prototyping,244
 Vector spaces,244
 Automatic Generation,244
 Basis vector,244
 High-throughput method,244
 Lattice vectors,244
 Space Groups,244
 Structural prototype,244
 Two dimensional plane,244
 Wyckoff positions,244
 Crystal structure,244
Grassroots adoption,247
 Paired participants,247
 PGP,247
 Secure emailFirst-time user,247
 Grassroots adoption,247
 Integrated solutions,247
 Key management,247
 Paired participants,247
 Pretty good privacy,247
 Secure messages,247
 Usability studies,247
 Electronic mail,247
Equalization,249
 frequency selective multipath,249
 maximum likelihood sequence estimation,249
 SOQPSKBit error rate,249
 Computational complexity,249
 Equalizers,249
 Error statistics,249
 Frequency domain analysis,249
 Frequency estimation,249
 Frequency modulation,249
 Maximum likelihood estimation,249
 Optical communication,249
 Quadrature phase shift keying,249
 Signal receivers,249
 Telemetering,249
 Telemetering equipment,249
 Aeronautical telemetry,249
 Bit error rate (BER) performance,249
 Correlated symbols,249
 equalization,249
 Frequency selective multipath,249
 Maximum likelihood sequence estimation,249
 Observation model,249
 SOQPSK,249
 Pulse amplitude modulation,249
"Chondrodysplasia (cho, col11a1)",250
 High temperature requirement A1 serine protease (HtrA1),250
 Losartan,250
 Osteoarthritis (OA),250
 Temporomandibular joint (TMJ),250
 Transforming growth factor-beta 1 (TGF-β1)losartan,250
 serine protease HTRA1,250
 transforming growth factor beta1,250
 angiotensin 1 receptor antagonist,250
 losartan,250
 transforming growth factor beta1,250
 animal cell,250
 animal experiment,250
 animal model,250
 animal tissue,250
 Article,250
 articular cartilage,250
 chondrocyte,250
 chondrodysplasia,250
 controlled study,250
 disease exacerbation,250
 drug effect,250
 drug efficacy,250
 histopathology,250
 in vitro study,250
 in vivo study,250
 joint degeneration,250
 knee osteoarthritis,250
 mouse,250
 nonhuman,250
 osteoarthritis,250
 priority journal,250
 protein expression,250
 temporomandibular joint,250
 TGF beta signaling,250
 upregulation,250
 animal,250
 C57BL mouse,250
 cell culture,250
 diagnostic imaging,250
 disease model,250
 immunohistochemistry,250
 knee,250
 metabolism,250
 mutant mouse strain,250
 osteoarthritis,250
 pathology,250
 synovium,250
 temporomandibular joint,250
 Western blotting,250
 Angiotensin II Type 1 Receptor Blockers,250
 Animals,250
" Blotting, Western",250
" Cartilage, Articular",250
" Cells, Cultured",250
 Chondrocytes,250
" Disease Models, Animal",250
 Disease Progression,250
 Immunohistochemistry,250
 Knee Joint,250
 Losartan,250
 Mice,250
" Mice, Inbred C57BL",250
" Mice, Mutant Strains",250
 Osteoarthritis,250
 Synovial Membrane,250
 Temporomandibular Joint,250
 Transforming Growth Factor beta1,250
Friction stir welding,252
 Numerical simulation,252
 Recrystallized grain size,252
 Stainless steelComputer simulation,252
 Forecasting,252
 Friction,252
 Friction stir welding,252
 Grain size and shape,252
 Heat affected zone,252
 Neutron irradiation,252
 Nuclear industry,252
 Numerical models,252
 Recrystallization (metallurgy),252
 Repair,252
 Stainless steel,252
 Strain rate,252
 304L stainless steel,252
 Finite-element approach,252
 Friction stir processing,252
 Fusion welding,252
 Intergranular crack,252
 Lower peak temperatures,252
 Recrystallized grain sizes,252
 Temperature prediction,252
 Austenitic stainless steel,252
Physical layer security,253
 Polar codes,253
 Security gap,253
 Wiretap channelNetwork layers,253
 Adaptive decoding,253
 Decoding strategy,253
 Decoding techniques,253
 Physical layer security,253
 Polar codes,253
 Security gap,253
 System security,253
 Wire-tap channels,253
 Decoding,253
mapping,254
 multi-robot systems,254
 SLAMMapping,254
 Multi agent systems,254
 Multipurpose robots,254
 Robotics,254
 Edge constraints,254
 Edge-based methods,254
